"ltla21_code","total_population","legal_partnership","n","prop"
"E07000223",52950,"Married or in a registered civil partnership: Married; measures: Value",23967,"0.452634560907"
"E07000223",52950,"Married or in a registered civil partnership: Married: Opposite sex; measures: Value",23697,"0.447535410765"
"E07000223",52950,"Married or in a registered civil partnership: Married: Same sex; measures: Value",270,"0.005099150142"
"E07000223",52950,"Married or in a registered civil partnership: In a registered civil partnership; measures: Value",163,"0.003078375826"
"E07000223",52950,"Married or in a registered civil partnership: In a registered civil partnership: Opposite sex; measures: Value",36,"0.000679886686"
"E07000223",52950,"Married or in a registered civil partnership: In a registered civil partnership: Same sex; measures: Value",127,"0.002398489141"
"E07000223",52950,"Separated, but still legally married or still legally in a civil partnership; measures: Value",1206,"0.022776203966"
"E07000223",52950,"Separated, but still legally married or still legally in a civil partnership: Separated, but still married; measures: Value",1195,"0.022568460812"
"E07000223",52950,"Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership; measures: Value",11,"0.000207743154"
"E07000223",52950,"Divorced or civil partnership dissolved; measures: Value",5825,"0.110009442871"
"E07000223",52950,"Divorced or civil partnership dissolved: Divorced; measures: Value",5795,"0.109442870633"
"E07000223",52950,"Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved; measures: Value",30,"0.000566572238"
"E07000223",52950,"Widowed or surviving civil partnership partner; measures: Value",4041,"0.076317280453"
"E07000223",52950,"Widowed or surviving civil partnership partner: Widowed; measures: Value",4031,"0.076128423041"
"E07000223",52950,"Widowed or surviving civil partnership partner: Surviving partner from civil partnership; measures: Value",10,"0.000188857413"
"E07000224",139555,"Never married and never registered a civil partnership; measures: Value",42766,"0.306445487442"
"E07000224",139555,"Married or in a registered civil partnership; measures: Value",66226,"0.474551252194"
"E07000224",139555,"Married or in a registered civil partnership: Married; measures: Value",65871,"0.472007452259"
"E07000224",139555,"Married or in a registered civil partnership: Married: Opposite sex; measures: Value",65419,"0.468768585862"
"E07000224",139555,"Married or in a registered civil partnership: Married: Same sex; measures: Value",452,"0.003238866397"
"E07000224",139555,"Married or in a registered civil partnership: In a registered civil partnership; measures: Value",355,"0.002543799936"
"E07000224",139555,"Married or in a registered civil partnership: In a registered civil partnership: Opposite sex; measures: Value",124,"0.000888538569"
"E07000224",139555,"Married or in a registered civil partnership: In a registered civil partnership: Same sex; measures: Value",231,"0.001655261366"
"E07000224",139555,"Separated, but still legally married or still legally in a civil partnership; measures: Value",3105,"0.022249292394"
"E07000224",139555,"Separated, but still legally married or still legally in a civil partnership: Separated, but still married; measures: Value",3088,"0.022127476622"
"E07000224",139555,"Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership; measures: Value",17,"0.000121815772"
"E07000224",139555,"Divorced or civil partnership dissolved; measures: Value",15743,"0.112808570098"
"E07000224",139555,"Divorced or civil partnership dissolved: Divorced; measures: Value",15716,"0.112615097990"
"E07000224",139555,"Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved; measures: Value",27,"0.000193472108"
"E07000224",139555,"Widowed or surviving civil partnership partner; measures: Value",11715,"0.083945397872"
"E07000224",139555,"Widowed or surviving civil partnership partner: Widowed; measures: Value",11688,"0.083751925764"
"E07000224",139555,"Widowed or surviving civil partnership partner: Surviving partner from civil partnership; measures: Value",27,"0.000193472108"
"E07000225",104713,"Never married and never registered a civil partnership; measures: Value",32271,"0.308185230105"
"E07000225",104713,"Married or in a registered civil partnership; measures: Value",51512,"0.491935098794"
"E07000225",104713,"Married or in a registered civil partnership: Married; measures: Value",51233,"0.489270673173"
"E07000225",104713,"Married or in a registered civil partnership: Married: Opposite sex; measures: Value",50896,"0.486052352621"
"E07000225",104713,"Married or in a registered civil partnership: Married: Same sex; measures: Value",337,"0.003218320552"
"E07000225",104713,"Married or in a registered civil partnership: In a registered civil partnership; measures: Value",279,"0.002664425621"
"E07000225",104713,"Married or in a registered civil partnership: In a registered civil partnership: Opposite sex; measures: Value",112,"0.001069590213"
"E07000225",104713,"Married or in a registered civil partnership: In a registered civil partnership: Same sex; measures: Value",167,"0.001594835407"
"E07000225",104713,"Separated, but still legally married or still legally in a civil partnership; measures: Value",2213,"0.021133956624"
"E07000225",104713,"Separated, but still legally married or still legally in a civil partnership: Separated, but still married; measures: Value",2195,"0.020962058197"
"E07000225",104713,"Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership; measures: Value",18,"0.000171898427"
"E07000225",104713,"Divorced or civil partnership dissolved; measures: Value",10601,"0.101238623667"
"E07000225",104713,"Divorced or civil partnership dissolved: Divorced; measures: Value",10572,"0.100961676201"
"E07000225",104713,"Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved; measures: Value",29,"0.000276947466"
"E07000225",104713,"Widowed or surviving civil partnership partner; measures: Value",8116,"0.077507090810"
"E07000225",104713,"Widowed or surviving civil partnership partner: Widowed; measures: Value",8092,"0.077277892907"
"E07000225",104713,"Widowed or surviving civil partnership partner: Surviving partner from civil partnership; measures: Value",24,"0.000229197903"
"E07000226",93565,"Never married and never registered a civil partnership; measures: Value",35889,"0.383572917223"
"E07000226",93565,"Married or in a registered civil partnership; measures: Value",41948,"0.448330037942"
"E07000226",93565,"Married or in a registered civil partnership: Married; measures: Value",41805,"0.446801688666"
"E07000226",93565,"Married or in a registered civil partnership: Married: Opposite sex; measures: Value",41582,"0.444418318816"
"E07000226",93565,"Married or in a registered civil partnership: Married: Same sex; measures: Value",223,"0.002383369850"
"E07000226",93565,"Married or in a registered civil partnership: In a registered civil partnership; measures: Value",143,"0.001528349276"
"E07000226",93565,"Married or in a registered civil partnership: In a registered civil partnership: Opposite sex; measures: Value",66,"0.000705391973"
"E07000226",93565,"Married or in a registered civil partnership: In a registered civil partnership: Same sex; measures: Value",77,"0.000822957302"
"E07000226",93565,"Separated, but still legally married or still legally in a civil partnership; measures: Value",2248,"0.024026078128"
"E07000226",93565,"Separated, but still legally married or still legally in a civil partnership: Separated, but still married; measures: Value",2228,"0.023812322984"
"E07000226",93565,"Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership; measures: Value",20,"0.000213755143"
"E07000226",93565,"Divorced or civil partnership dissolved; measures: Value",8758,"0.093603377331"
"E07000226",93565,"Divorced or civil partnership dissolved: Divorced; measures: Value",8742,"0.093432373216"
"E07000226",93565,"Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved; measures: Value",16,"0.000171004115"
"E07000226",93565,"Widowed or surviving civil partnership partner; measures: Value",4722,"0.050467589376"
"E07000226",93565,"Widowed or surviving civil partnership partner: Widowed; measures: Value",4719,"0.050435526105"
