"nhs_trust22_code","date","discharged_by_1700","discharged_between_1701_2359","discharged_total"
"RXR",2023-06-12,NA,NA,NA
"RXR",2023-06-13,NA,NA,NA
"RXR",2023-06-14,NA,NA,NA
"RXR",2023-06-15,NA,NA,NA
"RXR",2023-06-16,NA,NA,NA
"RXR",2023-06-17,NA,NA,NA
"RXR",2023-06-18,NA,NA,NA
"RXR",2023-06-19,NA,NA,NA
"RXR",2023-06-20,NA,NA,NA
"RXR",2023-06-21,NA,NA,NA
"RXR",2023-06-22,NA,NA,NA
"RXR",2023-06-23,NA,NA,NA
"RXR",2023-06-24,NA,NA,NA
"RXR",2023-06-25,NA,NA,NA
"RXR",2023-06-26,NA,NA,NA
"RXR",2023-06-27,NA,NA,NA
"RXR",2023-06-28,NA,NA,NA
"RXR",2023-06-29,NA,NA,NA
"RXR",2023-06-30,NA,NA,NA
"R1F",2023-06-01,NA,NA,25
"R1F",2023-06-02,NA,NA,22
"R1F",2023-06-03,NA,NA,26
"R1F",2023-06-04,NA,NA,12
"R1F",2023-06-05,NA,NA,5
"R1F",2023-06-06,NA,NA,18
"R1F",2023-06-07,NA,NA,20
"R1F",2023-06-08,NA,NA,19
"R1F",2023-06-09,NA,NA,24
"R1F",2023-06-10,NA,NA,33
"R1F",2023-06-11,NA,NA,11
"R1F",2023-06-12,NA,NA,7
"R1F",2023-06-13,NA,NA,15
"R1F",2023-06-14,NA,NA,28
"R1F",2023-06-15,NA,NA,32
"R1F",2023-06-16,NA,NA,23
"R1F",2023-06-17,NA,NA,20
"R1F",2023-06-18,NA,NA,12
"R1F",2023-06-19,NA,NA,12
"R1F",2023-06-20,NA,NA,17
"R1F",2023-06-21,NA,NA,17
"R1F",2023-06-22,NA,NA,22
"R1F",2023-06-23,NA,NA,34
"R1F",2023-06-24,NA,NA,23
"R1F",2023-06-25,NA,NA,14
"R1F",2023-06-26,NA,NA,5
"R1F",2023-06-27,NA,NA,19
"R1F",2023-06-28,NA,NA,19
"R1F",2023-06-29,NA,NA,17
"R1F",2023-06-30,NA,NA,24
"RA2",2023-06-01,NA,NA,98
"RA2",2023-06-02,NA,NA,107
"RA2",2023-06-03,NA,NA,90
"RA2",2023-06-04,NA,NA,31
"RA2",2023-06-05,NA,NA,31
"RA2",2023-06-06,NA,NA,71
"RA2",2023-06-07,NA,NA,84
"RA2",2023-06-08,NA,NA,98
"RA2",2023-06-09,NA,NA,80
"RA2",2023-06-10,NA,NA,101
"RA2",2023-06-11,NA,NA,52
"RA2",2023-06-12,NA,NA,39
"RA2",2023-06-13,NA,NA,64
"RA2",2023-06-14,NA,NA,75
"RA2",2023-06-15,NA,NA,95
"RA2",2023-06-16,NA,NA,90
"RA2",2023-06-17,NA,NA,95
"RA2",2023-06-18,NA,NA,49
"RA2",2023-06-19,NA,NA,59
"RA2",2023-06-20,NA,NA,81
"RA2",2023-06-21,NA,NA,91
"RA2",2023-06-22,NA,NA,102
"RA2",2023-06-23,NA,NA,97
"RA2",2023-06-24,NA,NA,101
"RA2",2023-06-25,NA,NA,45
"RA2",2023-06-26,NA,NA,35
"RA2",2023-06-27,NA,NA,78
"RA2",2023-06-28,NA,NA,87
"RA2",2023-06-29,NA,NA,77
"RA2",2023-06-30,NA,NA,96
"RDU",2023-06-01,NA,NA,113
"RDU",2023-06-02,NA,NA,109
"RDU",2023-06-03,NA,NA,81
"RDU",2023-06-04,NA,NA,60
"RDU",2023-06-05,NA,NA,79
"RDU",2023-06-06,NA,NA,82
"RDU",2023-06-07,NA,NA,93
"RDU",2023-06-08,NA,NA,104
"RDU",2023-06-09,NA,NA,130
"RDU",2023-06-10,NA,NA,102
"RDU",2023-06-11,NA,NA,48
"RDU",2023-06-12,NA,NA,71
"RDU",2023-06-13,NA,NA,98
"RDU",2023-06-14,NA,NA,117
"RDU",2023-06-15,NA,NA,100
"RDU",2023-06-16,NA,NA,102
"RDU",2023-06-17,NA,NA,99
"RDU",2023-06-18,NA,NA,57
"RDU",2023-06-19,NA,NA,71
"RDU",2023-06-20,NA,NA,98
"RDU",2023-06-21,NA,NA,117
"RDU",2023-06-22,NA,NA,100
"RDU",2023-06-23,NA,NA,102
"RDU",2023-06-24,NA,NA,99
"RDU",2023-06-25,NA,NA,57
"RDU",2023-06-26,NA,NA,80
"RDU",2023-06-27,NA,NA,99
"RDU",2023-06-28,NA,NA,122
"RDU",2023-06-29,NA,NA,96
"RDU",2023-06-30,NA,NA,126
"RHM",2023-06-01,NA,NA,192
"RHM",2023-06-02,NA,NA,173
"RHM",2023-06-03,NA,NA,132
"RHM",2023-06-04,NA,NA,70
"RHM",2023-06-05,NA,NA,155
"RHM",2023-06-06,NA,NA,156
"RHM",2023-06-07,NA,NA,164
"RHM",2023-06-08,NA,NA,187
"RHM",2023-06-09,NA,NA,186
"RHM",2023-06-10,NA,NA,135
"RHM",2023-06-11,NA,NA,85
"RHM",2023-06-12,NA,NA,145
"RHM",2023-06-13,NA,NA,172
"RHM",2023-06-14,NA,NA,196
"RHM",2023-06-15,NA,NA,172
"RHM",2023-06-16,NA,NA,177
"RHM",2023-06-17,NA,NA,111
"RHM",2023-06-18,NA,NA,79
"RHM",2023-06-19,NA,NA,152
"RHM",2023-06-20,NA,NA,165
"RHM",2023-06-21,NA,NA,159
"RHM",2023-06-22,NA,NA,162
"RHM",2023-06-23,NA,NA,188
"RHM",2023-06-24,NA,NA,128
"RHM",2023-06-25,NA,NA,100
"RHM",2023-06-26,NA,NA,153
"RHM",2023-06-27,NA,NA,189
"RHM",2023-06-28,NA,NA,178
"RHM",2023-06-29,NA,NA,185
"RHM",2023-06-30,NA,NA,162
"RHU",2023-06-01,NA,NA,131
"RHU",2023-06-02,NA,NA,156
"RHU",2023-06-03,NA,NA,121
"RHU",2023-06-04,NA,NA,53
"RHU",2023-06-05,NA,NA,111
"RHU",2023-06-06,NA,NA,125
"RHU",2023-06-07,NA,NA,142
"RHU",2023-06-08,NA,NA,121
"RHU",2023-06-09,NA,NA,150
"RHU",2023-06-10,NA,NA,85
"RHU",2023-06-11,NA,NA,56
"RHU",2023-06-12,NA,NA,122
"RHU",2023-06-13,NA,NA,134
"RHU",2023-06-14,NA,NA,147
"RHU",2023-06-15,NA,NA,135
"RHU",2023-06-16,NA,NA,141
"RHU",2023-06-17,NA,NA,92
"RHU",2023-06-18,NA,NA,58
"RHU",2023-06-19,NA,NA,139
"RHU",2023-06-20,NA,NA,125
"RHU",2023-06-21,NA,NA,153
"RHU",2023-06-22,NA,NA,148
"RHU",2023-06-23,NA,NA,146
"RHU",2023-06-24,NA,NA,97
"RHU",2023-06-25,NA,NA,65
"RHU",2023-06-26,NA,NA,120
"RHU",2023-06-27,NA,NA,122
"RHU",2023-06-28,NA,NA,147
"RHU",2023-06-29,NA,NA,159
"RHU",2023-06-30,NA,NA,132
"RHW",2023-06-01,NA,NA,114
"RHW",2023-06-02,NA,NA,109
"RHW",2023-06-03,NA,NA,57
"RHW",2023-06-04,NA,NA,40
"RHW",2023-06-05,NA,NA,87
"RHW",2023-06-06,NA,NA,94
"RHW",2023-06-07,NA,NA,95
"RHW",2023-06-08,NA,NA,93
"RHW",2023-06-09,NA,NA,28
"RHW",2023-06-10,NA,NA,52
"RHW",2023-06-11,NA,NA,34
"RHW",2023-06-12,NA,NA,78
"RHW",2023-06-13,NA,NA,99
"RHW",2023-06-14,NA,NA,110
"RHW",2023-06-15,NA,NA,172
"RHW",2023-06-16,NA,NA,103
"RHW",2023-06-17,NA,NA,47
"RHW",2023-06-18,NA,NA,39
"RHW",2023-06-19,NA,NA,93
"RHW",2023-06-20,NA,NA,84
"RHW",2023-06-21,NA,NA,110
"RHW",2023-06-22,NA,NA,102
"RHW",2023-06-23,NA,NA,106
"RHW",2023-06-24,NA,NA,51
"RHW",2023-06-25,NA,NA,51
"RHW",2023-06-26,NA,NA,96
"RHW",2023-06-27,NA,NA,90
"RHW",2023-06-28,NA,NA,85
"RHW",2023-06-29,NA,NA,96
"RHW",2023-06-30,NA,NA,101
"RN5",2023-06-01,NA,NA,56
"RN5",2023-06-02,NA,NA,66
"RN5",2023-06-03,NA,NA,39
"RN5",2023-06-04,NA,NA,23
"RN5",2023-06-05,NA,NA,39
"RN5",2023-06-06,NA,NA,38
"RN5",2023-06-07,NA,NA,50
"RN5",2023-06-08,NA,NA,53
"RN5",2023-06-09,NA,NA,62
"RN5",2023-06-10,NA,NA,21
"RN5",2023-06-11,NA,NA,13
"RN5",2023-06-12,NA,NA,48
"RN5",2023-06-13,NA,NA,50
"RN5",2023-06-14,NA,NA,59
"RN5",2023-06-15,NA,NA,40
"RN5",2023-06-16,NA,NA,64
"RN5",2023-06-17,NA,NA,30
"RN5",2023-06-18,NA,NA,15
"RN5",2023-06-19,NA,NA,25
"RN5",2023-06-20,NA,NA,47
"RN5",2023-06-21,NA,NA,55
"RN5",2023-06-22,NA,NA,46
"RN5",2023-06-23,NA,NA,62
"RN5",2023-06-24,NA,NA,37
"RN5",2023-06-25,NA,NA,19
"RN5",2023-06-26,NA,NA,45
"RN5",2023-06-27,NA,NA,47
"RN5",2023-06-28,NA,NA,38
"RN5",2023-06-29,NA,NA,46
"RN5",2023-06-30,NA,NA,61
"RN7",2023-06-01,NA,NA,33
"RN7",2023-06-02,NA,NA,47
"RN7",2023-06-03,NA,NA,27
"RN7",2023-06-04,NA,NA,24
"RN7",2023-06-05,NA,NA,51
"RN7",2023-06-06,NA,NA,52
"RN7",2023-06-07,NA,NA,46
"RN7",2023-06-08,NA,NA,49
"RN7",2023-06-09,NA,NA,72
"RN7",2023-06-10,NA,NA,37
"RN7",2023-06-11,NA,NA,25
"RN7",2023-06-12,NA,NA,17
"RN7",2023-06-13,NA,NA,58
"RN7",2023-06-14,NA,NA,64
"RN7",2023-06-15,NA,NA,57
"RN7",2023-06-16,NA,NA,60
"RN7",2023-06-17,NA,NA,24
"RN7",2023-06-18,NA,NA,18
"RN7",2023-06-19,NA,NA,35
"RN7",2023-06-20,NA,NA,44
"RN7",2023-06-21,NA,NA,44
"RN7",2023-06-22,NA,NA,71
"RN7",2023-06-23,NA,NA,20
"RN7",2023-06-24,NA,NA,30
"RN7",2023-06-25,NA,NA,29
"RN7",2023-06-26,NA,NA,58
"RN7",2023-06-27,NA,NA,50
"RN7",2023-06-28,NA,NA,45
"RN7",2023-06-29,NA,NA,39
"RN7",2023-06-30,NA,NA,58
"RPA",2023-06-01,NA,NA,72
"RPA",2023-06-02,NA,NA,53
"RPA",2023-06-03,NA,NA,40
"RPA",2023-06-04,NA,NA,25
"RPA",2023-06-05,NA,NA,42
"RPA",2023-06-06,NA,NA,60
"RPA",2023-06-07,NA,NA,87
"RPA",2023-06-08,NA,NA,67
"RPA",2023-06-09,NA,NA,74
"RPA",2023-06-10,NA,NA,50
"RPA",2023-06-11,NA,NA,19
"RPA",2023-06-12,NA,NA,NA
"RPA",2023-06-13,NA,NA,NA
"RPA",2023-06-14,NA,NA,NA
"RPA",2023-06-15,NA,NA,NA
"RPA",2023-06-16,NA,NA,NA
"RPA",2023-06-17,NA,NA,NA
"RPA",2023-06-18,NA,NA,NA
"RPA",2023-06-19,NA,NA,46
"RPA",2023-06-20,NA,NA,67
"RPA",2023-06-21,NA,NA,75
"RPA",2023-06-22,NA,NA,65
"RPA",2023-06-23,NA,NA,48
"RPA",2023-06-24,NA,NA,57
"RPA",2023-06-25,NA,NA,23
"RPA",2023-06-26,NA,NA,52
"RPA",2023-06-27,NA,NA,75
"RPA",2023-06-28,NA,NA,85
"RPA",2023-06-29,NA,NA,70
"RPA",2023-06-30,NA,NA,61
"RTH",2023-06-01,NA,NA,150
"RTH",2023-06-02,NA,NA,146
"RTH",2023-06-03,NA,NA,98
"RTH",2023-06-04,NA,NA,80
"RTH",2023-06-05,NA,NA,97
"RTH",2023-06-06,NA,NA,139
"RTH",2023-06-07,NA,NA,138
"RTH",2023-06-08,NA,NA,156
"RTH",2023-06-09,NA,NA,167
"RTH",2023-06-10,NA,NA,114
"RTH",2023-06-11,NA,NA,76
"RTH",2023-06-12,NA,NA,108
"RTH",2023-06-13,NA,NA,141
"RTH",2023-06-14,NA,NA,146
"RTH",2023-06-15,NA,NA,137
"RTH",2023-06-16,NA,NA,149
"RTH",2023-06-17,NA,NA,100
"RTH",2023-06-18,NA,NA,67
"RTH",2023-06-19,NA,NA,94
"RTH",2023-06-20,NA,NA,134
"RTH",2023-06-21,NA,NA,154
"RTH",2023-06-22,NA,NA,139
"RTH",2023-06-23,NA,NA,171
"RTH",2023-06-24,NA,NA,99
"RTH",2023-06-25,NA,NA,80
"RTH",2023-06-26,NA,NA,99
"RTH",2023-06-27,NA,NA,138
"RTH",2023-06-28,NA,NA,149
"RTH",2023-06-29,NA,NA,129
"RTH",2023-06-30,NA,NA,169
"RTK",2023-06-01,NA,NA,17
"RTK",2023-06-02,NA,NA,9
"RTK",2023-06-03,NA,NA,11
"RTK",2023-06-04,NA,NA,8
"RTK",2023-06-05,NA,NA,3
"RTK",2023-06-06,NA,NA,7
"RTK",2023-06-07,NA,NA,8
"RTK",2023-06-08,NA,NA,10
"RTK",2023-06-09,NA,NA,3
"RTK",2023-06-10,NA,NA,13
"RTK",2023-06-11,NA,NA,0
"RTK",2023-06-12,NA,NA,2
"RTK",2023-06-13,NA,NA,2
"RTK",2023-06-14,NA,NA,10
"RTK",2023-06-15,NA,NA,12
"RTK",2023-06-16,NA,NA,14
"RTK",2023-06-17,NA,NA,10
"RTK",2023-06-18,NA,NA,10
"RTK",2023-06-19,NA,NA,6
"RTK",2023-06-20,NA,NA,8
"RTK",2023-06-21,NA,NA,10
"RTK",2023-06-22,NA,NA,13
"RTK",2023-06-23,NA,NA,10
"RTK",2023-06-24,NA,NA,11
"RTK",2023-06-25,NA,NA,10
"RTK",2023-06-26,NA,NA,7
"RTK",2023-06-27,NA,NA,8
"RTK",2023-06-28,NA,NA,10
"RTK",2023-06-29,NA,NA,11
"RTK",2023-06-30,NA,NA,7
"RTP",2023-06-01,NA,NA,77
"RTP",2023-06-02,NA,NA,104
"RTP",2023-06-03,NA,NA,60
"RTP",2023-06-04,NA,NA,45
"RTP",2023-06-05,NA,NA,76
"RTP",2023-06-06,NA,NA,73
"RTP",2023-06-07,NA,NA,77
"RTP",2023-06-08,NA,NA,75
"RTP",2023-06-09,NA,NA,113
"RTP",2023-06-10,NA,NA,57
"RTP",2023-06-11,NA,NA,52
"RTP",2023-06-12,NA,NA,87
"RTP",2023-06-13,NA,NA,95
"RTP",2023-06-14,NA,NA,92
"RTP",2023-06-15,NA,NA,90
"RTP",2023-06-16,NA,NA,91
"RTP",2023-06-17,NA,NA,50
"RTP",2023-06-18,NA,NA,46
"RTP",2023-06-19,NA,NA,76
"RTP",2023-06-20,NA,NA,66
"RTP",2023-06-21,NA,NA,96
"RTP",2023-06-22,NA,NA,94
"RTP",2023-06-23,NA,NA,96
"RTP",2023-06-24,NA,NA,62
"RTP",2023-06-25,NA,NA,59
"RTP",2023-06-26,NA,NA,74
"RTP",2023-06-27,NA,NA,78
"RTP",2023-06-28,NA,NA,84
"RTP",2023-06-29,NA,NA,81
"RTP",2023-06-30,NA,NA,92
"RVV",2023-06-01,NA,NA,129
"RVV",2023-06-02,NA,NA,124
"RVV",2023-06-03,NA,NA,81
"RVV",2023-06-04,NA,NA,85
"RVV",2023-06-05,NA,NA,101
"RVV",2023-06-06,NA,NA,132
"RVV",2023-06-07,NA,NA,123
"RVV",2023-06-08,NA,NA,125
"RVV",2023-06-09,NA,NA,135
"RVV",2023-06-10,NA,NA,62
"RVV",2023-06-11,NA,NA,59
"RVV",2023-06-12,NA,NA,109
"RVV",2023-06-13,NA,NA,110
"RVV",2023-06-14,NA,NA,110
"RVV",2023-06-15,NA,NA,128
"RVV",2023-06-16,NA,NA,118
"RVV",2023-06-17,NA,NA,64
"RVV",2023-06-18,NA,NA,52
"RVV",2023-06-19,NA,NA,101
"RVV",2023-06-20,NA,NA,113
"RVV",2023-06-21,NA,NA,133
"RVV",2023-06-22,NA,NA,134
"RVV",2023-06-23,NA,NA,139
"RVV",2023-06-24,NA,NA,67
"RVV",2023-06-25,NA,NA,68
"RVV",2023-06-26,NA,NA,107
"RVV",2023-06-27,NA,NA,113
"RVV",2023-06-28,NA,NA,118
"RVV",2023-06-29,NA,NA,130
"RVV",2023-06-30,NA,NA,113
"RWF",2023-06-01,NA,NA,96
"RWF",2023-06-02,NA,NA,70
"RWF",2023-06-03,NA,NA,72
"RWF",2023-06-04,NA,NA,32
"RWF",2023-06-05,NA,NA,79
"RWF",2023-06-06,NA,NA,72
"RWF",2023-06-07,NA,NA,103
"RWF",2023-06-08,NA,NA,89
"RWF",2023-06-09,NA,NA,113
"RWF",2023-06-10,NA,NA,55
"RWF",2023-06-11,NA,NA,36
"RWF",2023-06-12,NA,NA,89
"RWF",2023-06-13,NA,NA,86
"RWF",2023-06-14,NA,NA,95
"RWF",2023-06-15,NA,NA,67
"RWF",2023-06-16,NA,NA,107
"RWF",2023-06-17,NA,NA,53
"RWF",2023-06-18,NA,NA,51
"RWF",2023-06-19,NA,NA,54
"RWF",2023-06-20,NA,NA,81
"RWF",2023-06-21,NA,NA,84
"RWF",2023-06-22,NA,NA,86
"RWF",2023-06-23,NA,NA,113
"RWF",2023-06-24,NA,NA,50
"RWF",2023-06-25,NA,NA,38
"RWF",2023-06-26,NA,NA,74
"RWF",2023-06-27,NA,NA,82
"RWF",2023-06-28,NA,NA,74
"RWF",2023-06-29,NA,NA,92
"RWF",2023-06-30,NA,NA,113
"RXC",2023-06-01,NA,NA,101
"RXC",2023-06-02,NA,NA,103
"RXC",2023-06-03,NA,NA,47
"RXC",2023-06-04,NA,NA,45
"RXC",2023-06-05,NA,NA,72
"RXC",2023-06-06,NA,NA,75
"RXC",2023-06-07,NA,NA,77
"RXC",2023-06-08,NA,NA,97
"RXC",2023-06-09,NA,NA,92
"RXC",2023-06-10,NA,NA,63
"RXC",2023-06-11,NA,NA,32
"RXC",2023-06-12,NA,NA,72
"RXC",2023-06-13,NA,NA,78
"RXC",2023-06-14,NA,NA,71
"RXC",2023-06-15,NA,NA,107
"RXC",2023-06-16,NA,NA,100
"RXC",2023-06-17,NA,NA,54
"RXC",2023-06-18,NA,NA,32
"RXC",2023-06-19,NA,NA,81
"RXC",2023-06-20,NA,NA,96
"RXC",2023-06-21,NA,NA,92
"RXC",2023-06-22,NA,NA,95
"RXC",2023-06-23,NA,NA,106
"RXC",2023-06-24,NA,NA,60
"RXC",2023-06-25,NA,NA,25
"RXC",2023-06-26,NA,NA,75
"RXC",2023-06-27,NA,NA,86
"RXC",2023-06-28,NA,NA,87
"RXC",2023-06-29,NA,NA,97
"RXC",2023-06-30,NA,NA,101
"RXQ",2023-06-01,NA,NA,92
"RXQ",2023-06-02,NA,NA,97
"RXQ",2023-06-03,NA,NA,99
"RXQ",2023-06-04,NA,NA,63
"RXQ",2023-06-05,NA,NA,49
"RXQ",2023-06-06,NA,NA,71
"RXQ",2023-06-07,NA,NA,105
"RXQ",2023-06-08,NA,NA,118
"RXQ",2023-06-09,NA,NA,96
"RXQ",2023-06-10,NA,NA,117
"RXQ",2023-06-11,NA,NA,71
"RXQ",2023-06-12,NA,NA,36
"RXQ",2023-06-13,NA,NA,77
"RXQ",2023-06-14,NA,NA,91
"RXQ",2023-06-15,NA,NA,94
"RXQ",2023-06-16,NA,NA,91
"RXQ",2023-06-17,NA,NA,78
"RXQ",2023-06-18,NA,NA,52
"RXQ",2023-06-19,NA,NA,47
"RXQ",2023-06-20,NA,NA,102
"RXQ",2023-06-21,NA,NA,96
"RXQ",2023-06-22,NA,NA,100
"RXQ",2023-06-23,NA,NA,118
"RXQ",2023-06-24,NA,NA,127
"RXQ",2023-06-25,NA,NA,91
"RXQ",2023-06-26,NA,NA,49
"RXQ",2023-06-27,NA,NA,110
"RXQ",2023-06-28,NA,NA,117
"RXQ",2023-06-29,NA,NA,88
"RXQ",2023-06-30,NA,NA,98
"RYR",2023-06-01,NA,NA,323
"RYR",2023-06-02,NA,NA,401
"RYR",2023-06-03,NA,NA,222
"RYR",2023-06-04,NA,NA,184
"RYR",2023-06-05,NA,NA,243
"RYR",2023-06-06,NA,NA,324
"RYR",2023-06-07,NA,NA,322
"RYR",2023-06-08,NA,NA,338
"RYR",2023-06-09,NA,NA,351
"RYR",2023-06-10,NA,NA,186
"RYR",2023-06-11,NA,NA,179
"RYR",2023-06-12,NA,NA,294
"RYR",2023-06-13,NA,NA,370
"RYR",2023-06-14,NA,NA,311
"RYR",2023-06-15,NA,NA,305
"RYR",2023-06-16,NA,NA,305
"RYR",2023-06-17,NA,NA,133
"RYR",2023-06-18,NA,NA,182
"RYR",2023-06-19,NA,NA,230
"RYR",2023-06-20,NA,NA,310
"RYR",2023-06-21,NA,NA,299
"RYR",2023-06-22,NA,NA,292
"RYR",2023-06-23,NA,NA,370
"RYR",2023-06-24,NA,NA,244
"RYR",2023-06-25,NA,NA,200
"RYR",2023-06-26,NA,NA,313
"RYR",2023-06-27,NA,NA,335
"RYR",2023-06-28,NA,NA,282
"RYR",2023-06-29,NA,NA,341
"RYR",2023-06-30,NA,NA,382
"RA7",2023-06-01,NA,NA,121
"RA7",2023-06-02,NA,NA,121
"RA7",2023-06-03,NA,NA,55
"RA7",2023-06-04,NA,NA,47
"RA7",2023-06-05,NA,NA,92
"RA7",2023-06-06,NA,NA,140
"RA7",2023-06-07,NA,NA,119
"RA7",2023-06-08,NA,NA,124
"RA7",2023-06-09,NA,NA,155
"RA7",2023-06-10,NA,NA,81
"RA7",2023-06-11,NA,NA,49
"RA7",2023-06-12,NA,NA,92
"RA7",2023-06-13,NA,NA,129
"RA7",2023-06-14,NA,NA,145
"RA7",2023-06-15,NA,NA,123
"RA7",2023-06-16,NA,NA,156
"RA7",2023-06-17,NA,NA,73
"RA7",2023-06-18,NA,NA,48
"RA7",2023-06-19,NA,NA,106
"RA7",2023-06-20,NA,NA,107
"RA7",2023-06-21,NA,NA,149
"RA7",2023-06-22,NA,NA,133
"RA7",2023-06-23,NA,NA,167
"RA7",2023-06-24,NA,NA,73
"RA7",2023-06-25,NA,NA,56
"RA7",2023-06-26,NA,NA,115
"RA7",2023-06-27,NA,NA,140
"RA7",2023-06-28,NA,NA,113
"RA7",2023-06-29,NA,NA,127
"RA7",2023-06-30,NA,NA,168
"RA9",2023-06-01,NA,NA,38
"RA9",2023-06-02,NA,NA,62
"RA9",2023-06-03,NA,NA,31
"RA9",2023-06-04,NA,NA,26
"RA9",2023-06-05,NA,NA,39
"RA9",2023-06-06,NA,NA,57
"RA9",2023-06-07,NA,NA,46
"RA9",2023-06-08,NA,NA,56
"RA9",2023-06-09,NA,NA,61
"RA9",2023-06-10,NA,NA,34
"RA9",2023-06-11,NA,NA,16
"RA9",2023-06-12,NA,NA,36
"RA9",2023-06-13,NA,NA,60
"RA9",2023-06-14,NA,NA,75
"RA9",2023-06-15,NA,NA,58
"RA9",2023-06-16,NA,NA,58
"RA9",2023-06-17,NA,NA,31
"RA9",2023-06-18,NA,NA,18
"RA9",2023-06-19,NA,NA,46
"RA9",2023-06-20,NA,NA,47
"RA9",2023-06-21,NA,NA,46
"RA9",2023-06-22,NA,NA,43
"RA9",2023-06-23,NA,NA,61
"RA9",2023-06-24,NA,NA,33
"RA9",2023-06-25,NA,NA,32
"RA9",2023-06-26,NA,NA,68
"RA9",2023-06-27,NA,NA,58
"RA9",2023-06-28,NA,NA,54
"RA9",2023-06-29,NA,NA,71
"RA9",2023-06-30,NA,NA,77
"RH5",2023-06-01,NA,NA,107
"RH5",2023-06-02,NA,NA,133
"RH5",2023-06-03,NA,NA,57
"RH5",2023-06-04,NA,NA,33
"RH5",2023-06-05,NA,NA,111
"RH5",2023-06-06,NA,NA,114
"RH5",2023-06-07,NA,NA,105
"RH5",2023-06-08,NA,NA,109
"RH5",2023-06-09,NA,NA,118
"RH5",2023-06-10,NA,NA,67
"RH5",2023-06-11,NA,NA,48
"RH5",2023-06-12,NA,NA,83
"RH5",2023-06-13,NA,NA,133
"RH5",2023-06-14,NA,NA,96
"RH5",2023-06-15,NA,NA,93
"RH5",2023-06-16,NA,NA,108
"RH5",2023-06-17,NA,NA,55
"RH5",2023-06-18,NA,NA,40
"RH5",2023-06-19,NA,NA,88
"RH5",2023-06-20,NA,NA,105
"RH5",2023-06-21,NA,NA,119
"RH5",2023-06-22,NA,NA,95
"RH5",2023-06-23,NA,NA,110
"RH5",2023-06-24,NA,NA,60
"RH5",2023-06-25,NA,NA,36
"RH5",2023-06-26,NA,NA,102
"RH5",2023-06-27,NA,NA,103
"RH5",2023-06-28,NA,NA,110
"RH5",2023-06-29,NA,NA,110
"RH5",2023-06-30,NA,NA,138
"RBD",2023-06-01,NA,NA,49
"RBD",2023-06-02,NA,NA,51
"RBD",2023-06-03,NA,NA,31
"RBD",2023-06-04,NA,NA,23
"RBD",2023-06-05,NA,NA,44
"RBD",2023-06-06,NA,NA,47
"RBD",2023-06-07,NA,NA,42
"RBD",2023-06-08,NA,NA,40
"RBD",2023-06-09,NA,NA,51
"RBD",2023-06-10,NA,NA,28
"RBD",2023-06-11,NA,NA,13
"RBD",2023-06-12,NA,NA,52
"RBD",2023-06-13,NA,NA,52
"RBD",2023-06-14,NA,NA,45
"RBD",2023-06-15,NA,NA,54
"RBD",2023-06-16,NA,NA,51
"RBD",2023-06-17,NA,NA,33
"RBD",2023-06-18,NA,NA,15
"RBD",2023-06-19,NA,NA,31
"RBD",2023-06-20,NA,NA,35
"RBD",2023-06-21,NA,NA,57
"RBD",2023-06-22,NA,NA,43
"RBD",2023-06-23,NA,NA,48
"RBD",2023-06-24,NA,NA,25
"RBD",2023-06-25,NA,NA,18
"RBD",2023-06-26,NA,NA,41
"RBD",2023-06-27,NA,NA,48
"RBD",2023-06-28,NA,NA,46
"RBD",2023-06-29,NA,NA,46
"RBD",2023-06-30,NA,NA,46
"RD1",2023-06-01,NA,NA,80
"RD1",2023-06-02,NA,NA,127
"RD1",2023-06-03,NA,NA,136
"RD1",2023-06-04,NA,NA,57
"RD1",2023-06-05,NA,NA,50
"RD1",2023-06-06,NA,NA,110
"RD1",2023-06-07,NA,NA,78
"RD1",2023-06-08,NA,NA,116
"RD1",2023-06-09,NA,NA,108
"RD1",2023-06-10,NA,NA,134
"RD1",2023-06-11,NA,NA,86
"RD1",2023-06-12,NA,NA,70
"RD1",2023-06-13,NA,NA,100
"RD1",2023-06-14,NA,NA,122
"RD1",2023-06-15,NA,NA,130
"RD1",2023-06-16,NA,NA,125
"RD1",2023-06-17,NA,NA,122
"RD1",2023-06-18,NA,NA,54
"RD1",2023-06-19,NA,NA,46
"RD1",2023-06-20,NA,NA,130
"RD1",2023-06-21,NA,NA,143
"RD1",2023-06-22,NA,NA,109
"RD1",2023-06-23,NA,NA,128
"RD1",2023-06-24,NA,NA,124
"RD1",2023-06-25,NA,NA,124
"RD1",2023-06-26,NA,NA,65
"RD1",2023-06-27,NA,NA,125
"RD1",2023-06-28,NA,NA,114
"RD1",2023-06-29,NA,NA,129
"RD1",2023-06-30,NA,NA,130
"R0D",2023-06-01,NA,NA,158
"R0D",2023-06-02,NA,NA,160
"R0D",2023-06-03,NA,NA,103
"R0D",2023-06-04,NA,NA,73
"R0D",2023-06-05,NA,NA,107
"R0D",2023-06-06,NA,NA,148
"R0D",2023-06-07,NA,NA,137
"R0D",2023-06-08,NA,NA,159
"R0D",2023-06-09,NA,NA,146
"R0D",2023-06-10,NA,NA,111
"R0D",2023-06-11,NA,NA,70
"R0D",2023-06-12,NA,NA,112
"R0D",2023-06-13,NA,NA,154
"R0D",2023-06-14,NA,NA,149
"R0D",2023-06-15,NA,NA,109
"R0D",2023-06-16,NA,NA,147
