"nhs_trust22_code","total_attendances","attendances_over_4hours","total_emergency_admissions","emergency_admissions_over_4hours","pct_attendance_over_4hours","pct_emergency_admissions_over_4hours","date"
"RR7",7998,1457,1957,519,0.18,0.27,"August 2021"
"RCD",5760,1126,1449,66,0.2,0.05,"August 2021"
"RWA",11003,4769,3840,1093,0.43,0.28,"August 2021"
"RV9",884,7,0,0,0.01,NA,"August 2021"
"RR8",28285,8866,4977,1932,0.31,0.39,"August 2021"
"RXF",22350,NA,4749,2688,NA,0.57,"August 2021"
"RNN",10851,2645,2962,773,0.24,0.26,"August 2021"
"RVW",13505,NA,3700,282,NA,0.08,"August 2021"
"RJL",12511,5035,3898,1099,0.4,0.28,"August 2021"
"RTF",18809,1373,5791,0,0.07,0,"August 2021"
"RCU",4067,143,829,1,0.04,0,"August 2021"
"RHQ",18287,4543,5483,770,0.25,0.14,"August 2021"
"RTR",14798,3257,4189,897,0.22,0.21,"August 2021"
"R0B",20570,3477,5420,150,0.17,0.03,"August 2021"
"RXG",0,0,143,0,NA,0,"August 2021"
"RTD",19415,2803,5655,189,0.14,0.03,"August 2021"
"RFR",7830,NA,2963,571,NA,0.19,"August 2021"
"RCB",19642,5557,5461,1007,0.28,0.18,"August 2021"
"RBS",4635,551,1074,0,0.12,0,"August 2021"
"RXL",18578,3582,3454,1382,0.19,0.4,"August 2021"
"RMC",10882,2755,2932,474,0.25,0.16,"August 2021"
"RY2",4558,2,0,0,0,NA,"August 2021"
"RJR",7181,2640,2551,300,0.37,0.12,"August 2021"
"RJN",4311,1756,1128,189,0.41,0.17,"August 2021"
"RXR",16690,4391,5017,977,0.26,0.19,"August 2021"
"RXN",15196,3076,4066,1931,0.2,0.47,"August 2021"
"RBQ",0,0,188,0,NA,0,"August 2021"
"REM",24545,8337,6541,2145,0.34,0.33,"August 2021"
"REP",1056,39,114,0,0.04,0,"August 2021"
"R0A",38571,11882,9485,2213,0.31,0.23,"August 2021"
"RW4",8700,7,151,0,0,0,"August 2021"
"RBT",8987,3248,3276,590,0.36,0.18,"August 2021"
"RW6",20466,6898,5352,1361,0.34,0.25,"August 2021"
"RM3",9352,3776,2911,934,0.4,0.32,"August 2021"
"RVY",9147,2086,2323,617,0.23,0.27,"August 2021"
"RBN",15096,4499,4255,400,0.3,0.09,"August 2021"
"RWJ",9326,2174,3375,568,0.23,0.17,"August 2021"
"RMP",10039,2633,2442,353,0.26,0.14,"August 2021"
"RBV",0,0,525,0,NA,0,"August 2021"
"RET",0,0,165,0,NA,0,"August 2021"
"RTX",11260,2610,3131,618,0.23,0.2,"August 2021"
"RWW",9789,2659,2140,1268,0.27,0.59,"August 2021"
"RY7",2888,15,0,0,0.01,NA,"August 2021"
"RBL",10988,3705,3890,498,0.34,0.13,"August 2021"
"RRF",12890,2735,2922,708,0.21,0.24,"August 2021"
"RTK",10607,2790,2398,253,0.26,0.11,"August 2021"
"RWX",1530,21,45,0,0.01,0,"August 2021"
"RXQ",11527,2968,4804,582,0.26,0.12,"August 2021"
"RN7",12807,1971,3299,304,0.15,0.09,"August 2021"
"RVV",22021,5866,6547,1353,0.27,0.21,"August 2021"
"RXC",13397,2884,3965,274,0.22,0.07,"August 2021"
"RDU",21556,NA,6289,330,NA,0.05,"August 2021"
"RN5",11532,2730,4607,453,0.24,0.1,"August 2021"
"R1F",5620,1043,1284,444,0.19,0.35,"August 2021"
"RYY",4562,6,0,0,0,NA,"August 2021"
"RWF",17489,3130,5306,0,0.18,0,"August 2021"
"RPA",11203,3000,3579,627,0.27,0.18,"August 2021"
"RNU",2977,196,0,0,0.07,NA,"August 2021"
"RTH",14331,3356,7072,599,0.23,0.08,"August 2021"
"RHU",13469,NA,5122,989,NA,0.19,"August 2021"
"RPC",817,3,524,0,0,0,"August 2021"
"RHW",13399,3004,3582,185,0.22,0.05,"August 2021"
"RA2",6511,1557,2928,16,0.24,0.01,"August 2021"
"RW1",1459,46,172,0,0.03,0,"August 2021"
"RTP",10610,1550,2950,629,0.15,0.21,"August 2021"
"RDR",10550,37,3,0,0,0,"August 2021"
"RHM",12458,2666,4816,121,0.21,0.03,"August 2021"
"RYR",30330,9211,8660,1638,0.3,0.19,"August 2021"
"RJ8",0,0,113,0,NA,0,"August 2021"
"RBD",6903,1696,1810,70,0.25,0.04,"August 2021"
"RDY",0,0,8,0,NA,0,"August 2021"
"RTQ",4856,15,5,0,0,0,"August 2021"
"RTE",13040,4324,5280,1226,0.33,0.23,"August 2021"
"RN3",9638,1795,3620,576,0.19,0.16,"August 2021"
"RVJ",8342,3214,4556,772,0.39,0.17,"August 2021"
"RBZ",5416,1312,1760,416,0.24,0.24,"August 2021"
"REF",17864,4019,3141,1143,0.22,0.36,"August 2021"
"RH8",11210,3128,3828,428,0.28,0.11,"August 2021"
"RD1",7530,2177,3729,361,0.29,0.1,"August 2021"
"RNZ",6119,1305,1954,251,0.21,0.13,"August 2021"
"RH5",15424,2849,3002,210,0.18,0.07,"August 2021"
"RYF",1818,15,0,0,0.01,NA,"August 2021"
"RA9",9068,2934,2976,738,0.32,0.25,"August 2021"
"RC9",21842,NA,5840,40,NA,0.01,"September 2021"
"RGT",15176,NA,3198,1017,NA,0.32,"September 2021"
"RWH",16384,4995,2999,349,0.3,0.12,"September 2021"
"RDE",24000,4539,6241,548,0.19,0.09,"September 2021"
"RY4",1120,4,0,0,0,NA,"September 2021"
"RGP",7135,2616,1937,582,0.37,0.3,"September 2021"
"RAJ",33580,8060,10578,1209,0.24,0.11,"September 2021"
"RD8",13645,2447,2231,294,0.18,0.13,"September 2021"
"RM1",18484,5710,3557,1259,0.31,0.35,"September 2021"
"RGN",16464,6673,4771,904,0.41,0.19,"September 2021"
"RQW",10660,3958,3062,788,0.37,0.26,"September 2021"
"RCX",6487,2301,2870,1034,0.35,0.36,"September 2021"
"RWG",14977,3355,3996,663,0.22,0.17,"September 2021"
"RGR",7506,NA,2267,419,NA,0.18,"September 2021"
"RF4",27434,10702,4796,1720,0.39,0.36,"September 2021"
"R1H",43901,9621,6985,2992,0.22,0.43,"September 2021"
"RYX",3987,13,0,0,0,NA,"September 2021"
"RQM",29951,NA,2969,814,NA,0.27,"September 2021"
"RJ6",18901,3834,1813,811,0.2,0.45,"September 2021"
"RVR",15100,2548,2203,798,0.17,0.36,"September 2021"
"RJ1",17490,3441,4293,110,0.2,0.03,"September 2021"
"RQX",10306,1420,1921,160,0.14,0.08,"September 2021"
"RY9",4335,1,0,0,0,NA,"September 2021"
"RYJ",25303,NA,4098,1348,NA,0.33,"September 2021"
"RJZ",24563,9195,4409,2020,0.37,0.46,"September 2021"
"RAX",10641,2568,3411,506,0.24,0.15,"September 2021"
"RJ2",25126,6655,4793,1066,0.26,0.22,"September 2021"
"R1K",29646,6100,7441,1025,0.21,0.14,"September 2021"
"RP6",5088,1,167,0,0,0,"September 2021"
"RAT",2235,69,0,0,0.03,NA,"September 2021"
"RAP",17054,4747,2322,1271,0.28,0.55,"September 2021"
"RAL",26511,6760,4113,904,0.25,0.22,"September 2021"
"RAN",0,0,22,0,NA,0,"September 2021"
"RJ7",13441,3189,3613,417,0.24,0.12,"September 2021"
"RAS",12769,3864,2015,618,0.3,0.31,"September 2021"
"RRV",12143,1847,1898,601,0.15,0.32,"September 2021"
"RKE",9275,2094,1282,318,0.23,0.25,"September 2021"
"RQ3",5582,1529,1256,0,0.27,0,"September 2021"
"RFS",8323,1313,2856,322,0.16,0.11,"September 2021"
"RYG",0,0,69,0,NA,0,"September 2021"
"RY8",7899,0,0,0,0,NA,"September 2021"
"RLT",8100,1278,1723,337,0.16,0.2,"September 2021"
"RNQ",8858,NA,2538,881,NA,0.35,"September 2021"
"RY5",6790,347,0,0,0.05,NA,"September 2021"
"RNS",12076,3185,3703,629,0.26,0.17,"September 2021"
"RX1",18561,NA,7691,974,NA,0.13,"September 2021"
"RXK",21842,5785,3501,1452,0.26,0.41,"September 2021"
"RK5",14722,2562,3810,466,0.17,0.12,"September 2021"
"R1D",2832,1,4,0,0,0,"September 2021"
"RJC",7035,1853,2527,70,0.26,0.03,"September 2021"
"RNA",15837,3500,3034,1405,0.22,0.46,"September 2021"
"RL1",0,0,29,0,NA,0,"September 2021"
"RL4",20696,3908,6071,1010,0.19,0.17,"September 2021"
"RXW",12765,5316,4585,1672,0.42,0.36,"September 2021"
"RWD",17278,6543,4679,2101,0.38,0.45,"September 2021"
"RRK",34285,15249,13538,5013,0.44,0.37,"September 2021"
"RKB",19437,5909,5222,873,0.3,0.17,"September 2021"
"RTG",30719,9362,6418,966,0.3,0.15,"September 2021"
"RWE",23487,10158,7261,2278,0.43,0.31,"September 2021"
"RJE",22253,7570,7210,1715,0.34,0.24,"September 2021"
"RBK",11908,2521,3590,789,0.21,0.22,"September 2021"
"RWP",18176,5194,4734,1098,0.29,0.23,"September 2021"
"RLQ",5676,1893,1645,315,0.33,0.19,"September 2021"
"RCF",6316,1686,1937,1,0.27,0,"September 2021"
"RFF",8872,2781,2996,254,0.31,0.08,"September 2021"
"RAE",12293,2977,3829,683,0.24,0.18,"September 2021"
"RWY",14841,3222,3771,687,0.22,0.18,"September 2021"
"RXP",20330,5872,5828,2006,0.29,0.34,"September 2021"
"RP5",17350,4865,3998,1098,0.28,0.27,"September 2021"
"RR7",8355,1414,2352,532,0.17,0.23,"September 2021"
"RCD",5586,899,1427,38,0.16,0.03,"September 2021"
"RWA",11055,4920,3890,1204,0.45,0.31,"September 2021"
"RV9",844,8,0,0,0.01,NA,"September 2021"
"RR8",29014,8512,4966,1450,0.29,0.29,"September 2021"
"RXF",23197,NA,4129,2015,NA,0.49,"September 2021"
"RNN",10604,2613,3143,720,0.25,0.23,"September 2021"
"RVW",14266,NA,3969,238,NA,0.06,"September 2021"
"RJL",12294,5756,3912,1131,0.47,0.29,"September 2021"
"RTF",19106,1798,5867,0,0.09,0,"September 2021"
"RCU",5490,451,984,6,0.08,0.01,"September 2021"
"RHQ",18584,4084,5647,893,0.22,0.16,"September 2021"
"RTR",15245,3687,4347,1006,0.24,0.23,"September 2021"
"R0B",20860,3847,5543,305,0.18,0.06,"September 2021"
"RXG",0,0,156,0,NA,0,"September 2021"
"RTD",21413,3423,5767,236,0.16,0.04,"September 2021"
"RFR",8126,NA,3037,477,NA,0.16,"September 2021"
"RCB",18813,5790,5312,1202,0.31,0.23,"September 2021"
"RBS",5910,1571,1238,0,0.27,0,"September 2021"
"RXL",18363,3774,3315,1687,0.21,0.51,"September 2021"
"RMC",11563,3310,2982,743,0.29,0.25,"September 2021"
"RY2",5290,37,0,0,0.01,NA,"September 2021"
"RJR",7353,2929,2448,278,0.4,0.11,"September 2021"
"RJN",4453,1930,1122,218,0.43,0.19,"September 2021"
"RXR",17758,5065,5553,1062,0.29,0.19,"September 2021"
"RXN",15696,3438,3992,2125,0.22,0.53,"September 2021"
"RBQ",0,0,207,0,NA,0,"September 2021"
"REM",24454,8658,6611,1108,0.35,0.17,"September 2021"
"REP",1054,26,99,0,0.02,0,"September 2021"
"R0A",41748,14764,10093,2700,0.35,0.27,"September 2021"
"RW4",10716,36,146,0,0,0,"September 2021"
"RBT",8981,3374,3303,650,0.38,0.2,"September 2021"
"RW6",20142,7075,5143,1419,0.35,0.28,"September 2021"
"RM3",9367,3608,2642,913,0.39,0.35,"September 2021"
"RVY",10032,2199,2247,799,0.22,0.36,"September 2021"
"RBN",15724,4669,4286,367,0.3,0.09,"September 2021"
"RWJ",10018,3110,3569,705,0.31,0.2,"September 2021"
"RMP",10669,2897,2549,568,0.27,0.22,"September 2021"
"RBV",0,0,497,0,NA,0,"September 2021"
"RET",0,0,160,0,NA,0,"September 2021"
"RTX",11343,2405,3096,549,0.21,0.18,"September 2021"
"RWW",10473,2784,2164,1256,0.27,0.58,"September 2021"
"RY7",3606,25,0,0,0.01,NA,"September 2021"
"RBL",11070,4047,3678,642,0.37,0.17,"September 2021"
"RRF",13374,3320,2756,804,0.25,0.29,"September 2021"
"RTK",11214,2925,2453,235,0.26,0.1,"September 2021"
"RWX",1520,17,51,0,0.01,0,"September 2021"
"RXQ",12302,3432,4627,572,0.28,0.12,"September 2021"
"RN7",13882,2483,3309,247,0.18,0.07,"September 2021"
"RVV",22514,6028,6603,1199,0.27,0.18,"September 2021"
"RXC",12953,3119,4236,317,0.24,0.07,"September 2021"
"RDU",22913,NA,6204,658,NA,0.11,"September 2021"
"RN5",12152,3363,4520,423,0.28,0.09,"September 2021"
"R1F",5371,1109,1268,432,0.21,0.34,"September 2021"
"RYY",6286,28,0,0,0,NA,"September 2021"
"RWF",18262,3247,5226,0,0.18,0,"September 2021"
"RPA",12541,4061,3768,759,0.32,0.2,"September 2021"
"RNU",3038,320,0,0,0.11,NA,"September 2021"
"RTH",15320,4270,7247,752,0.28,0.1,"September 2021"
"RHU",13452,NA,5236,1030,NA,0.2,"September 2021"
"RPC",911,10,505,0,0.01,0,"September 2021"
"RHW",14410,3825,3741,323,0.27,0.09,"September 2021"
"RA2",6928,2010,2979,43,0.29,0.01,"September 2021"
"RW1",1588,85,193,0,0.05,0,"September 2021"
"RTP",11147,1927,3080,714,0.17,0.23,"September 2021"
"RDR",11010,70,1,0,0.01,0,"September 2021"
"RHM",12677,3082,4680,158,0.24,0.03,"September 2021"
"RYR",30241,9891,8828,1652,0.33,0.19,"September 2021"
"RJ8",0,0,115,0,NA,0,"September 2021"
"RBD",6302,1491,1779,78,0.24,0.04,"September 2021"
"RDY",0,0,3,0,NA,0,"September 2021"
"RTQ",4752,12,10,0,0,0,"September 2021"
"RTE",13367,5347,5013,1580,0.4,0.32,"September 2021"
"RN3",10368,2508,3781,487,0.24,0.13,"September 2021"
"RVJ",8392,3210,4687,818,0.38,0.17,"September 2021"
"RBZ",4840,1197,1605,331,0.25,0.21,"September 2021"
"REF",15188,3638,3026,1178,0.24,0.39,"September 2021"
"RH8",11780,3137,3973,499,0.27,0.13,"September 2021"
"RD1",7706,2680,3866,554,0.35,0.14,"September 2021"
"RNZ",6172,1428,2024,192,0.23,0.09,"September 2021"
"RH5",15290,2964,2985,302,0.19,0.1,"September 2021"
"RYF",1869,17,0,0,0.01,NA,"September 2021"
"RA9",8731,3048,2971,730,0.35,0.25,"September 2021"
"RA7",16654,5751,4428,1748,0.35,0.39,"September 2021"
"R0D",16289,NA,5970,507,NA,0.08,"September 2021"
"RK9",12401,NA,3509,564,NA,0.16,"September 2021"
"RC9",22380,NA,6121,87,NA,0.01,"October 2021"
"RGT",15326,NA,3338,1161,NA,0.35,"October 2021"
"RWH",16591,4963,2962,403,0.3,0.14,"October 2021"
"RDE",24134,5147,6225,838,0.21,0.13,"October 2021"
"RY4",970,8,0,0,0.01,NA,"October 2021"
"RGP",7366,2499,1982,861,0.34,0.43,"October 2021"
"RAJ",33604,7587,10442,1476,0.23,0.14,"October 2021"
"RD8",14122,2726,2323,456,0.19,0.2,"October 2021"
"RM1",18953,6113,3770,1378,0.32,0.37,"October 2021"
"RGN",17251,6044,5169,933,0.35,0.18,"October 2021"
"RQW",10780,4193,2991,856,0.39,0.29,"October 2021"
"RCX",7096,2678,2980,1006,0.38,0.34,"October 2021"
"RWG",15203,4012,4160,796,0.26,0.19,"October 2021"
"RGR",7379,NA,2291,588,NA,0.26,"October 2021"
"RF4",28721,11217,5185,1844,0.39,0.36,"October 2021"
"R1H",45084,10800,7023,3220,0.24,0.46,"October 2021"
"RYX",6289,19,0,0,0,NA,"October 2021"
"RQM",31360,NA,3005,730,NA,0.24,"October 2021"
"RJ6",20027,3772,1614,696,0.19,0.43,"October 2021"
"RVR",14765,3026,2378,721,0.2,0.3,"October 2021"
"RJ1",19093,3121,4527,98,0.16,0.02,"October 2021"
"RQX",10455,1487,1823,168,0.14,0.09,"October 2021"
"RY9",4238,2,0,0,0,NA,"October 2021"
"RYJ",25971,NA,4029,1407,NA,0.35,"October 2021"
"RJZ",25145,7863,4746,2010,0.31,0.42,"October 2021"
"RAX",10883,2357,3270,622,0.22,0.19,"October 2021"
"RJ2",25884,6603,5074,1096,0.26,0.22,"October 2021"
"R1K",30831,6604,7825,1311,0.21,0.17,"October 2021"
"RP6",5005,0,196,0,0,0,"October 2021"
"RAT",2106,72,0,0,0.03,NA,"October 2021"
"RAP",17860,6421,2441,1293,0.36,0.53,"October 2021"
"RAL",26732,8882,3611,981,0.33,0.27,"October 2021"
"RAN",0,0,17,0,NA,0,"October 2021"
"RJ7",13457,3521,3565,578,0.26,0.16,"October 2021"
"RAS",13139,3530,2127,634,0.27,0.3,"October 2021"
"RRV",13069,2189,1882,627,0.17,0.33,"October 2021"
"RKE",9432,2300,1283,489,0.24,0.38,"October 2021"
"RQ3",6363,2122,1268,0,0.33,0,"October 2021"
"RFS",8368,1388,3129,255,0.17,0.08,"October 2021"
"RYG",0,0,86,0,NA,0,"October 2021"
"RY8",7871,2,0,0,0,NA,"October 2021"
"RLT",8204,1258,1644,476,0.15,0.29,"October 2021"
"RNQ",9032,NA,2836,975,NA,0.34,"October 2021"
"RY5",6266,217,0,0,0.03,NA,"October 2021"
"RNS",12390,3714,3630,690,0.3,0.19,"October 2021"
"RX1",18928,NA,7722,1084,NA,0.14,"October 2021"
"RXK",22645,5988,3666,1537,0.26,0.42,"October 2021"
"RK5",14293,2486,3815,644,0.17,0.17,"October 2021"
"R1D",2465,3,3,0,0,0,"October 2021"
"RJC",6924,2873,2488,402,0.41,0.16,"October 2021"
"RNA",16659,3551,2902,1689,0.21,0.58,"October 2021"
"RL1",0,0,11,0,NA,0,"October 2021"
"RL4",21402,4068,6279,1212,0.19,0.19,"October 2021"
"RXW",12891,5451,4599,2054,0.42,0.45,"October 2021"
"RWD",17937,6451,4789,2168,0.36,0.45,"October 2021"
"RRK",34333,15733,13375,5490,0.46,0.41,"October 2021"
"RKB",20556,6240,5451,912,0.3,0.17,"October 2021"
"RTG",30662,9678,6521,1415,0.32,0.22,"October 2021"
"RWE",22848,9825,7722,2367,0.43,0.31,"October 2021"
"RJE",22313,7842,7386,1957,0.35,0.26,"October 2021"
"RBK",12732,2424,3725,562,0.19,0.15,"October 2021"
"RWP",17496,5194,4837,1170,0.3,0.24,"October 2021"
"RLQ",5774,2135,1607,491,0.37,0.31,"October 2021"
